"Date","Price","Condition","YearBuilt","Age","HouseType","Storey","Neighbours","Orientation","Community","M2built","M2eff","Bedrooms","Bathrooms","Bathrooms2","Elevator","Heating","Water","ParkingPlaces","Cod","CP","District","DirExacta","Type","Street","Num","Origin","Neighbourhood"
"2008-04-02",235000,"segunda mano / buen estado",NA,"+ 30 años","  ático",5,4,"suroeste",35,70,65,2,1,NA,TRUE,"individual","central",0,"VW0000001427947",48007,"Uribarri",TRUE,"CALLE","TRAUKO","8","PARTICULAR",37
"2012-04-11",270000,"segunda mano / buen estado",NA,"+ 30 años","  ático",4,2,"sudeste",30,60,55,1,2,NA,TRUE,"individual","colectiva",0,"VW0000005305096",48007,"Uribarri",TRUE,"TRAVESIA","TIVOLI","1","PARTICULAR",26
"2010-10-21",490000,"segunda mano / a reformar",NA,"no consta","chalet adosado",NA,NA,NA,NA,178,NA,4,1,NA,FALSE,"individual",NA,0,"VC0000003541312",48007,"Uribarri",TRUE,"CALLE","ARA-BELLA","30","PARTICULAR",NA
"2008-04-06",384648,"segunda mano / buen estado",NA,"5-10 años","  piso",5,3,"sur",0,80,71,2,2,NA,TRUE,"individual","central",0,"VW0000001435646",48007,"Uribarri",TRUE,"CALLE","TIVOLI","30","PARTICULAR",26
"2010-12-29",165000,"segunda mano / buen estado",NA,"20-30 años","  piso",7,4,"sur",40,60,56,2,1,NA,FALSE,"individual","central",0,"VW0000003735535",48007,"Uribarri",TRUE,"CALLE","REMAR","1","PARTICULAR",NA
"2010-01-30",199000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,30,65,0,3,1,NA,FALSE,"individual","colectiva",0,"VW0000002809413",48007,"Uribarri",TRUE,"CALLE","SANTURTZI","3","PARTICULAR",37
"2010-02-22",192300,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,30,65,0,3,1,NA,FALSE,"individual","colectiva",0,"VW0000002809413",48007,"Uribarri",TRUE,"CALLE","SANTURTZI","3","PARTICULAR",37
"2010-04-18",188000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,30,65,0,3,1,NA,FALSE,"individual","colectiva",0,"VW0000002809413",48007,"Uribarri",TRUE,"CALLE","SANTURTZI","3","PARTICULAR",37
"2010-04-28",192000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,30,65,0,3,1,NA,FALSE,"individual","colectiva",0,"VW0000002809413",48007,"Uribarri",TRUE,"CALLE","SANTURTZI","3","PARTICULAR",37
"2011-05-02",209753,"segunda mano / buen estado",NA,"no consta","  piso",6,NA,NA,30,56,52,2,1,NA,TRUE,"desc/no tiene","central",0,"VW0000004122060",48007,"Uribarri",TRUE,"TRAVESIA","TRAUKO","10","PARTICULAR",37
"2011-05-10",206000,"segunda mano / buen estado",NA,"no consta","  piso",6,NA,NA,30,56,52,2,1,NA,TRUE,"desc/no tiene","central",0,"VW0000004122060",48007,"Uribarri",TRUE,"TRAVESIA","TRAUKO","10","PARTICULAR",37
"2011-05-23",199000,"segunda mano / buen estado",NA,"no consta","  piso",6,NA,NA,30,56,52,2,1,NA,TRUE,"desc/no tiene","central",0,"VW0000004122060",48007,"Uribarri",TRUE,"TRAVESIA","TRAUKO","10","PARTICULAR",37
"2011-11-05",190000,"segunda mano / buen estado",NA,"no consta","  piso",6,NA,NA,30,56,52,2,1,NA,TRUE,"desc/no tiene","central",0,"VW0000004122060",48007,"Uribarri",TRUE,"TRAVESIA","TRAUKO","10","PARTICULAR",37
"2008-05-08",415000,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,5,"suroeste",0,110,90,3,2,NA,TRUE,"central","central",0,"VW0000001505959",48007,"Uribarri",TRUE,"CALLE","JOSE MARIA UGARTEBURU","22","PARTICULAR",NA
"2008-05-17",409000,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,5,"suroeste",0,110,90,3,2,NA,TRUE,"central","central",0,"VW0000001505959",48007,"Uribarri",TRUE,"CALLE","JOSE MARIA UGARTEBURU","22","PARTICULAR",NA
"2008-05-29",391000,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,5,"suroeste",0,110,90,3,2,NA,TRUE,"central","central",0,"VW0000001505959",48007,"Uribarri",TRUE,"CALLE","JOSE MARIA UGARTEBURU","22","PARTICULAR",NA
"2008-06-14",381500,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,5,"suroeste",0,110,90,3,2,NA,TRUE,"central","central",0,"VW0000001505959",48007,"Uribarri",TRUE,"CALLE","JOSE MARIA UGARTEBURU","22","PARTICULAR",NA
"2008-09-07",378600,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,5,"suroeste",0,110,90,3,2,NA,TRUE,"central","central",0,"VW0000001505959",48007,"Uribarri",TRUE,"CALLE","JOSE MARIA UGARTEBURU","22","PARTICULAR",NA
"2008-09-20",370000,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,5,"suroeste",0,110,90,3,2,NA,TRUE,"central","central",0,"VW0000001505959",48007,"Uribarri",TRUE,"CALLE","JOSE MARIA UGARTEBURU","22","PARTICULAR",NA
"2008-11-19",365000,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,5,"suroeste",0,110,90,3,2,NA,TRUE,"central","central",0,"VW0000001505959",48007,"Uribarri",TRUE,"CALLE","JOSE MARIA UGARTEBURU","22","PARTICULAR",NA
"2009-06-08",360000,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,5,"suroeste",0,110,90,3,2,NA,TRUE,"central","central",0,"VW0000001505959",48007,"Uribarri",TRUE,"CALLE","JOSE MARIA UGARTEBURU","22","PARTICULAR",NA
"2009-06-20",348000,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,5,"suroeste",0,110,90,3,2,NA,TRUE,"central","central",0,"VW0000001505959",48007,"Uribarri",TRUE,"CALLE","JOSE MARIA UGARTEBURU","22","PARTICULAR",NA
"2010-09-16",339000,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,5,"suroeste",0,110,90,3,2,NA,TRUE,"central","central",0,"VW0000001505959",48007,"Uribarri",TRUE,"CALLE","JOSE MARIA UGARTEBURU","22","PARTICULAR",NA
"2012-05-01",310000,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,5,"suroeste",0,110,90,3,2,NA,TRUE,"central","central",0,"VW0000001505959",48007,"Uribarri",TRUE,"CALLE","JOSE MARIA UGARTEBURU","22","PARTICULAR",NA
"2011-07-10",160000,"segunda mano / buen estado",NA,"+ 30 años","  piso",4,4,NA,20,56,50,2,1,NA,FALSE,"individual","central",0,"VW0000004348839",48007,"Uribarri",TRUE,"CALLE","REMAR","5","PARTICULAR",NA
"2011-09-30",155000,"segunda mano / buen estado",NA,"+ 30 años","  piso",4,4,NA,20,56,50,2,1,NA,FALSE,"individual","central",0,"VW0000004348839",48007,"Uribarri",TRUE,"CALLE","REMAR","5","PARTICULAR",NA
"2011-12-01",153000,"segunda mano / buen estado",NA,"+ 30 años","  piso",4,4,NA,20,56,50,2,1,NA,FALSE,"individual","central",0,"VW0000004348839",48007,"Uribarri",TRUE,"CALLE","REMAR","5","PARTICULAR",NA
"2012-04-04",132870,"segunda mano / a reformar",NA,"no consta","  piso",NA,NA,NA,NA,54,0,2,1,NA,FALSE,"desc/no tiene","colectiva",0,"VP0000005488632",48007,"Uribarri",TRUE,"CALLE","URIBARRI","40","AGENCIA",37
"2010-02-24",220000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,4,NA,16,55,50,2,1,NA,FALSE,"individual","central",0,"VW0000002867038",48007,"Uribarri",TRUE,"CALLE","MATIKO","27","PARTICULAR",26
"2011-02-04",217000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,4,NA,16,55,50,2,1,NA,FALSE,"individual","central",0,"VW0000002867038",48007,"Uribarri",TRUE,"CALLE","MATIKO","27","PARTICULAR",26
"2011-05-25",215000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,4,NA,16,55,50,2,1,NA,FALSE,"individual","central",0,"VW0000002867038",48007,"Uribarri",TRUE,"CALLE","MATIKO","27","PARTICULAR",26
"2011-12-29",209000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,4,NA,16,55,50,2,1,NA,FALSE,"individual","central",0,"VW0000002867038",48007,"Uribarri",TRUE,"CALLE","MATIKO","27","PARTICULAR",26
"2012-03-30",203000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,4,NA,16,55,50,2,1,NA,FALSE,"individual","central",0,"VW0000002867038",48007,"Uribarri",TRUE,"CALLE","MATIKO","27","PARTICULAR",26
"2011-03-07",169000,"segunda mano / buen estado",NA,"20-30 años","  piso",8,3,"sur",30,60,0,2,1,NA,FALSE,"individual","central",0,"VW0000003958289",48007,"Uribarri",TRUE,"CALLE","MONTE ALDAMIZ","2","PARTICULAR",37
"2012-04-23",226000,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,5,"noroeste",40,60,58,2,1,NA,TRUE,"individual","central",0,"VW0000005348945",48007,"Uribarri",TRUE,NA,"BARRIADA ZURBARAN-BARRI","1","PARTICULAR",NA
"2012-04-29",246000,"segunda mano / buen estado",NA,"+ 30 años","  piso",4,4,NA,35,60,55,2,1,NA,TRUE,"individual","central",0,"VW0000005388672",48007,"Uribarri",TRUE,"CALLE","PRINCIPE DE VIANA","6","PARTICULAR",26
"2011-01-18",260000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,3,"suroeste",12,80,0,3,2,NA,FALSE,"individual","central",0,"VW0000003792973",48007,"Uribarri",TRUE,"CALLE","ZURBARANBARRI","24","PARTICULAR",40
"2011-02-22",240000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,3,"suroeste",12,80,0,3,2,NA,FALSE,"individual","central",0,"VW0000003792973",48007,"Uribarri",TRUE,"CALLE","ZURBARANBARRI","24","PARTICULAR",40
"2011-03-17",230000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,3,"suroeste",12,80,0,3,2,NA,FALSE,"individual","central",0,"VW0000003792973",48007,"Uribarri",TRUE,"CALLE","ZURBARANBARRI","24","PARTICULAR",40
"2011-11-27",220000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,3,"suroeste",12,80,0,3,2,NA,FALSE,"individual","central",0,"VW0000003792973",48007,"Uribarri",TRUE,"CALLE","ZURBARANBARRI","24","PARTICULAR",40
"2012-04-20",480809,"segunda mano / buen estado",NA,"no consta","  piso",8,NA,"sudeste",0,103,0,1,1,NA,TRUE,"individual","colectiva",1,"VW0000005342779",48007,"Uribarri",TRUE,"CALLE","CAMPO VOLANTIN","23","PARTICULAR",NA
"2011-03-08",330000,"segunda mano / buen estado",NA,"+ 30 años","  piso",15,4,"sur",105,100,0,4,2,NA,TRUE,"central","indet",0,"VW0000003963465",48007,"Uribarri",TRUE,"CALLE","ARTASAMINA","10","PARTICULAR",26
"2011-11-21",1000000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,2,NA,100,236,210,3,2,NA,TRUE,"individual","central",0,"VW0000004803720",48007,"Uribarri",TRUE,"AVENIDA","UNIVERSIDADES","3","PARTICULAR",12
"2010-12-01",450000,"segunda mano / buen estado",NA,"+ 30 años","  piso",10,4,"sur",130,125,106,5,2,NA,TRUE,"central","indet",0,"VW0000003667023",48007,"Uribarri",TRUE,"AVENIDA","ZUMALACARREGUI","121","PARTICULAR",40
"2012-03-14",425000,"segunda mano / buen estado",NA,"+ 30 años","  piso",10,4,"sur",130,125,106,5,2,NA,TRUE,"central","indet",0,"VW0000003667023",48007,"Uribarri",TRUE,"AVENIDA","ZUMALACARREGUI","121","PARTICULAR",40
"2012-04-22",410000,"segunda mano / buen estado",NA,"+ 30 años","  piso",10,4,"sur",130,125,106,5,2,NA,TRUE,"central","indet",0,"VW0000003667023",48007,"Uribarri",TRUE,"AVENIDA","ZUMALACARREGUI","121","PARTICULAR",40
"2008-09-22",162000,"segunda mano / buen estado",NA,"no consta","  piso",5,4,"sur",20,52,45,2,1,NA,FALSE,"desc/no tiene","central",0,"VP0000001978213",48007,"Uribarri",TRUE,"CALLE","URIBARRI","42","AGENCIA",37
"2009-03-04",155000,"segunda mano / buen estado",NA,"no consta","  piso",5,4,"sur",20,52,45,2,1,NA,FALSE,"desc/no tiene","central",0,"VP0000001978213",48007,"Uribarri",TRUE,"CALLE","URIBARRI","42","AGENCIA",37
"2010-02-09",149000,"segunda mano / buen estado",NA,"no consta","  piso",5,4,"sur",20,52,45,2,1,NA,FALSE,"desc/no tiene","central",0,"VP0000001978213",48007,"Uribarri",TRUE,"CALLE","URIBARRI","42","AGENCIA",37
"2010-04-16",142000,"segunda mano / buen estado",NA,"no consta","  piso",5,4,"sur",20,52,45,2,1,NA,FALSE,"desc/no tiene","central",0,"VP0000001978213",48007,"Uribarri",TRUE,"CALLE","URIBARRI","42","AGENCIA",37
"2011-09-06",297500,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,4,NA,45,71,62,2,2,NA,TRUE,"individual","central",1,"VW0000004521561",48007,"Uribarri",TRUE,"CALLE","TRAUKO","13","PARTICULAR",37
"2011-02-25",450000,"segunda mano / buen estado",NA,"+ 30 años","  piso",15,4,NA,0,120,0,4,2,NA,TRUE,"central","indet",0,"VW0000003929441",48007,"Uribarri",TRUE,"CALLE","ARTASAMINA","10","PARTICULAR",26
"2011-07-21",425000,"segunda mano / buen estado",NA,"+ 30 años","  piso",15,4,NA,0,120,0,4,2,NA,TRUE,"central","indet",0,"VW0000003929441",48007,"Uribarri",TRUE,"CALLE","ARTASAMINA","10","PARTICULAR",26
"2011-10-04",340000,"segunda mano / buen estado",NA,"+ 30 años","  piso",15,4,NA,0,120,0,4,2,NA,TRUE,"central","indet",0,"VW0000003929441",48007,"Uribarri",TRUE,"CALLE","ARTASAMINA","10","PARTICULAR",26
"2011-03-22",319000,"segunda mano / buen estado",NA,"+ 30 años","  piso",7,4,"sur",60,67,60,2,1,NA,TRUE,"individual","central",0,"VW0000004007196",48007,"Uribarri",TRUE,"CALLE","LA SALVE","7","PARTICULAR",NA
"2011-09-14",309000,"segunda mano / buen estado",NA,"+ 30 años","  piso",7,4,"sur",60,67,60,2,1,NA,TRUE,"individual","central",0,"VW0000004007196",48007,"Uribarri",TRUE,"CALLE","LA SALVE","7","PARTICULAR",NA
"2011-10-06",290000,"segunda mano / buen estado",NA,"+ 30 años","  piso",7,4,"sur",60,67,60,2,1,NA,TRUE,"individual","central",0,"VW0000004007196",48007,"Uribarri",TRUE,"CALLE","LA SALVE","7","PARTICULAR",NA
"2012-04-18",279500,"segunda mano / buen estado",NA,"+ 30 años","  piso",7,4,"sur",60,67,60,2,1,NA,TRUE,"individual","central",0,"VW0000004007196",48007,"Uribarri",TRUE,"CALLE","LA SALVE","7","PARTICULAR",NA
"2011-10-05",362000,"segunda mano / buen estado",NA,"+ 30 años","  piso",10,2,"sudeste",100,112,0,3,2,NA,TRUE,"central","colectiva",0,"VW0000004633309",48006,"Uribarri",TRUE,NA,"BEGOÑALDE","3","PARTICULAR",NA
"2012-02-19",340000,"segunda mano / buen estado",NA,"+ 30 años","  piso",10,2,"sudeste",100,112,0,3,2,NA,TRUE,"central","colectiva",0,"VW0000004633309",48006,"Uribarri",TRUE,NA,"BEGOÑALDE","3","PARTICULAR",NA
"2012-04-11",330000,"segunda mano / buen estado",NA,"+ 30 años","  piso",10,2,"sudeste",100,112,0,3,2,NA,TRUE,"central","colectiva",0,"VW0000004633309",48006,"Uribarri",TRUE,NA,"BEGOÑALDE","3","PARTICULAR",NA
"2010-10-15",258435,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,NA,85,NA,3,1,NA,TRUE,"individual",NA,0,"VC0000003524961",48007,"Uribarri",TRUE,"CALLE","ARTASAMINA","9","PARTICULAR",26
"2010-10-28",165000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,2,"sur",30,55,54,2,1,NA,FALSE,"individual","central",0,"VP0000003744383",48007,"Uribarri",TRUE,"CALLE","DE URIBARRI","10","AGENCIA",37
"2009-02-20",235000,"segunda mano / buen estado",NA,"20-30 años","  piso",9,4,"nordeste",30,70,65,2,1,NA,TRUE,"individual","central",0,"VW0000002110439",48007,"Uribarri",TRUE,"VIA","VIEJA DE LEZAMA","37","PARTICULAR",NA
"2009-03-16",250000,"segunda mano / buen estado",NA,"20-30 años","  piso",9,4,"nordeste",30,70,65,2,1,NA,TRUE,"individual","central",0,"VW0000002110439",48007,"Uribarri",TRUE,"VIA","VIEJA DE LEZAMA","37","PARTICULAR",NA
"2011-12-12",215000,"segunda mano / buen estado",NA,"20-30 años","  piso",9,4,"nordeste",30,70,65,2,1,NA,TRUE,"individual","central",0,"VW0000002110439",48007,"Uribarri",TRUE,"VIA","VIEJA DE LEZAMA","37","PARTICULAR",NA
"2012-02-02",210000,"segunda mano / buen estado",NA,"20-30 años","  piso",9,4,"nordeste",30,70,65,2,1,NA,TRUE,"individual","central",0,"VW0000002110439",48007,"Uribarri",TRUE,"VIA","VIEJA DE LEZAMA","37","PARTICULAR",NA
"2012-03-11",207000,"segunda mano / buen estado",NA,"20-30 años","  piso",9,4,"nordeste",30,70,65,2,1,NA,TRUE,"individual","central",0,"VW0000002110439",48007,"Uribarri",TRUE,"VIA","VIEJA DE LEZAMA","37","PARTICULAR",NA
"2012-04-29",206000,"segunda mano / buen estado",NA,"20-30 años","  piso",9,4,"nordeste",30,70,65,2,1,NA,TRUE,"individual","central",0,"VW0000002110439",48007,"Uribarri",TRUE,"VIA","VIEJA DE LEZAMA","37","PARTICULAR",NA
"2010-10-26",365000,"segunda mano / buen estado",NA,"< 5 años","  piso",4,NA,NA,0,70,0,2,2,NA,TRUE,"individual","central",1,"VW0000003534255",48007,"Uribarri",TRUE,"CALLE","MATIKO","22","PARTICULAR",26
"2012-01-05",250000,"segunda mano / buen estado",NA,"+ 30 años","  piso",10,6,"nordeste",40,75,70,3,1,NA,TRUE,"individual","central",0,"VW0000004939029",48007,"Uribarri",TRUE,"TRAVESIA","CIUDAD JARDIN","5","PARTICULAR",37
"2010-10-18",300000,"segunda mano / a reformar",NA,"no consta","casa o chalet independiente",NA,NA,NA,NA,260,NA,5,2,NA,FALSE,"desc/no tiene","colectiva",0,"VC0000003528932",48007,"Uribarri",TRUE,"CALLE","MONTE ALDAMIZ","2a","PARTICULAR",NA
"2011-03-28",220571,"segunda mano / buen estado",NA,"20-30 años","  piso",5,4,NA,30,115,81,2,1,NA,FALSE,"desc/no tiene","central",0,"VW0000004022835",48007,"Uribarri",TRUE,"TRAVESIA","TRAUKO","5","PARTICULAR",37
"2011-03-27",234395,"segunda mano / buen estado",NA,"no consta","  piso",7,4,NA,20,65,0,2,1,NA,TRUE,"individual","colectiva",0,"VW0000004020489",48007,"Uribarri",TRUE,"CALLE","VALENTIN DE BERRIOCHOA","11","PARTICULAR",NA
"2011-04-09",288500,"segunda mano / buen estado",NA,"20-30 años","  piso",9,6,"sur",74,74,69,3,1,NA,TRUE,"central","central",0,"VW0000004063181",48007,"Uribarri",TRUE,"TRAVESIA","CIUDAD JARDIN","7","PARTICULAR",37
"2011-04-07",162000,"segunda mano / buen estado",NA,"+ 30 años","  piso",6,4,"sur",30,58,50,2,1,NA,FALSE,"individual","central",0,"VW0000004057526",48007,"Uribarri",TRUE,"VIA","REMAR","6","PARTICULAR",NA
"2011-06-14",228000,"segunda mano / buen estado",NA,"+ 30 años","  piso",NA,NA,NA,NA,84,NA,3,1,NA,TRUE,"central","indet",0,"VP0000004466973",48007,"Uribarri",TRUE,"CALLE","ARTASAMINA","10","AGENCIA",26
"2011-05-18",180304,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,NA,63,NA,2,1,NA,TRUE,"individual",NA,0,"VC0000004197367",48007,"Uribarri",TRUE,"CALLE","MONTE ALDAMIZ","2","PARTICULAR",37
"2011-06-02",180000,"segunda mano / buen estado",NA,"no consta","  piso",0,0,NA,0,60,0,2,1,NA,FALSE,"individual","colectiva",0,"VP0000004430704",48007,"Uribarri",TRUE,"CALLE","ESCUELAS DE URIBARRI","3","AGENCIA",NA
"2011-04-27",198334,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,3,NA,30,77,65,2,1,NA,FALSE,"individual","central",0,"VW0000004107268",48007,"Uribarri",TRUE,NA,"BARRIADA ZURBARAN-BARRI","32","PARTICULAR",NA
"2011-05-12",216000,"segunda mano / buen estado",NA,"no consta","  piso",8,4,NA,0,69,65,2,1,NA,FALSE,"individual","central",0,"VW0000004159211",48007,"Uribarri",TRUE,"CALLE","MONTE ALDAMIZ","7","PARTICULAR",37
"2011-07-24",209000,"segunda mano / buen estado",NA,"no consta","  piso",8,4,NA,0,69,65,2,1,NA,FALSE,"individual","central",0,"VW0000004159211",48007,"Uribarri",TRUE,"CALLE","MONTE ALDAMIZ","7","PARTICULAR",37
"2011-09-10",199000,"segunda mano / buen estado",NA,"no consta","  piso",8,4,NA,0,69,65,2,1,NA,FALSE,"individual","central",0,"VW0000004159211",48007,"Uribarri",TRUE,"CALLE","MONTE ALDAMIZ","7","PARTICULAR",37
"2011-12-10",179900,"segunda mano / buen estado",NA,"no consta","  piso",8,4,NA,0,69,65,2,1,NA,FALSE,"individual","central",0,"VW0000004159211",48007,"Uribarri",TRUE,"CALLE","MONTE ALDAMIZ","7","PARTICULAR",37
"2012-01-24",165000,"segunda mano / buen estado",NA,"no consta","  piso",8,4,NA,0,69,65,2,1,NA,FALSE,"individual","central",0,"VW0000004159211",48007,"Uribarri",TRUE,"CALLE","MONTE ALDAMIZ","7","PARTICULAR",37
"2012-04-13",150000,"segunda mano / buen estado",NA,"no consta","  piso",8,4,NA,0,69,65,2,1,NA,FALSE,"individual","central",0,"VW0000004159211",48007,"Uribarri",TRUE,"CALLE","MONTE ALDAMIZ","7","PARTICULAR",37
"2011-06-15",228000,"segunda mano / buen estado",NA,"+ 30 años","  piso",NA,NA,NA,NA,84,NA,3,1,NA,TRUE,"central","indet",0,"VP0000004475629",48007,"Uribarri",TRUE,"CALLE","ARTASAMINA","10","AGENCIA",26
"2011-05-27",255000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,2,NA,60,55,0,2,1,NA,FALSE,"individual","central",0,"VW0000004208687",48007,"Uribarri",TRUE,"CALLE","CASTAÑOS","7","PARTICULAR",12
"2011-07-17",165000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,40,55,45,2,1,NA,TRUE,"individual","central",0,"VW0000004371095",48007,"Uribarri",TRUE,"CALLE","MONTE IZARO","5","PARTICULAR",37
"2011-05-30",250000,"segunda mano / buen estado",NA,"+ 30 años","  ático",5,2,NA,28,57,50,1,1,NA,TRUE,"individual","central",0,"VW0000004216508",48007,"Uribarri",TRUE,"CALLE","CASTAÑOS","9","PARTICULAR",12
"2011-09-29",390500,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,3,"sur",50,130,120,3,2,NA,TRUE,"individual","central",0,"VW0000004607633",48007,"Uribarri",TRUE,"CAMINO","SAN ISIDRO","11","PARTICULAR",NA
"2011-09-30",420500,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,3,"sur",50,130,120,3,2,NA,TRUE,"individual","central",0,"VW0000004607633",48007,"Uribarri",TRUE,"CAMINO","SAN ISIDRO","11","PARTICULAR",NA
"2011-12-01",395000,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,3,"sur",50,130,120,3,2,NA,TRUE,"individual","central",0,"VW0000004607633",48007,"Uribarri",TRUE,"CAMINO","SAN ISIDRO","11","PARTICULAR",NA
"2012-01-23",390000,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,3,"sur",50,130,120,3,2,NA,TRUE,"individual","central",0,"VW0000004607633",48007,"Uribarri",TRUE,"CAMINO","SAN ISIDRO","11","PARTICULAR",NA
"2012-03-26",360000,"segunda mano / buen estado",NA,"+ 30 años","  piso",9,3,"sur",50,130,120,3,2,NA,TRUE,"individual","central",0,"VW0000004607633",48007,"Uribarri",TRUE,"CAMINO","SAN ISIDRO","11","PARTICULAR",NA
"2012-01-29",204000,"segunda mano / buen estado",NA,"20-30 años","  piso",5,4,"sur",50,63,60,2,1,NA,FALSE,"individual","central",0,"VW0000005012266",48007,"Uribarri",TRUE,"CALLE","ZUMAIA","25","PARTICULAR",40
"2012-01-16",216000,"segunda mano / a reformar",NA,"+ 30 años","  piso",2,5,NA,0,85,0,2,1,NA,TRUE,"individual","central",0,"VW0000004965598",48007,"Uribarri",TRUE,"TRAVESIA","URIBARRI B","1","PARTICULAR",37
"2011-10-29",390000,"segunda mano / buen estado",NA,"+ 30 años","  piso",7,4,"suroeste",100,100,85,3,2,NA,TRUE,"central","central",1,"VW0000004729559",48006,"Uribarri",TRUE,"AVENIDA","ZUMALAKARREGI","46","PARTICULAR",8
"2012-01-17",180000,"segunda mano / buen estado",NA,"+ 30 años","  piso",1,3,NA,35,65,0,3,1,NA,FALSE,"desc/no tiene","central",0,"VW0000004970815",48007,"Uribarri",TRUE,"CALLE","ARALAR","34","PARTICULAR",NA
"2012-04-26",160000,"segunda mano / buen estado",NA,"+ 30 años","  piso",1,3,NA,35,65,0,3,1,NA,FALSE,"desc/no tiene","central",0,"VW0000004970815",48007,"Uribarri",TRUE,"CALLE","ARALAR","34","PARTICULAR",NA
"2012-02-16",299000,"segunda mano / buen estado",NA,"< 5 años","  piso",4,4,NA,0,80,70,2,2,NA,TRUE,"individual","central",1,"VW0000005106790",48007,"Uribarri",TRUE,"CALLE","URIBARRI","50","PARTICULAR",37
"2012-02-13",180000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,30,75,70,3,1,NA,FALSE,"individual","central",0,"VW0000005089669",48007,"Uribarri",TRUE,"CALLE","ARABELLA","45","PARTICULAR",NA
"2012-02-14",178000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,30,75,70,3,1,NA,FALSE,"individual","central",0,"VW0000005089669",48007,"Uribarri",TRUE,"CALLE","ARABELLA","45","PARTICULAR",NA
"2012-02-20",175000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,30,75,70,3,1,NA,FALSE,"individual","central",0,"VW0000005089669",48007,"Uribarri",TRUE,"CALLE","ARABELLA","45","PARTICULAR",NA
"2012-03-01",169000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,30,75,70,3,1,NA,FALSE,"individual","central",0,"VW0000005089669",48007,"Uribarri",TRUE,"CALLE","ARABELLA","45","PARTICULAR",NA
"2012-01-30",300000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,4,NA,43,80,70,2,1,NA,TRUE,"individual","central",0,"VW0000005013644",48007,"Uribarri",TRUE,"TRAVESIA","TIVOLI","7","PARTICULAR",26
"2012-01-17",199000,"segunda mano / buen estado",NA,"+ 30 años","  piso",5,3,NA,25,67,62,2,1,NA,FALSE,"individual","central",0,"VW0000004968368",48007,"Uribarri",TRUE,"TRAVESIA","MONTAÑO","2","PARTICULAR",NA
"2012-01-23",280000,"segunda mano / a reformar",NA,"+ 30 años","  piso",5,6,"sur",100,110,97,3,1,NA,TRUE,"central","indet",0,"VW0000004990631",48007,"Uribarri",TRUE,"CALLE","ZUMAIA","22","PARTICULAR",40
"2012-01-31",228000,"segunda mano / buen estado",NA,"no consta","  piso",NA,NA,NA,NA,75,NA,2,1,NA,FALSE,"individual",NA,0,"VC0000005039863",48007,"Uribarri",TRUE,"CALLE","ZURBARAN-BARRI","36","PARTICULAR",40
"2012-02-08",170000,"segunda mano / buen estado",NA,"no consta","  piso",0,0,NA,0,70,0,3,1,NA,FALSE,"individual","colectiva",0,"VP0000005276003",48007,"Uribarri",TRUE,"CALLE","ZABALBIDE","71","AGENCIA",40
