510;6004805;840231;C;60000
510;6004805;840331;C;60000
510;6004805;840413;C;101362950
510;6004805;840413;C;100000
510;6004805;840426;D;2000000
510;6004805;840426;D;100000000
510;6004805;840429;C;22250000
510;6004805;840431;C;60000
510;6004805;840505;D;22000000
510;6004805;840531;C;60000
510;6004805;840631;C;60000
510;6004805;840730;C;60000
510;6004805;840802;D;500000
510;6004805;850428;C;150331780
510;6004805;850507;C;35625000
510;6004805;850509;D;186100000
521;6003232;850308;D;1221850
521;6003232;850308;C;1221850
526;6003270;840830;D;649667
526;6003270;840830;C;600
526;6003270;840830;C;34000
526;6003270;840830;C;600000
541;6229282;840413;C;450000
541;6229282;850428;C;675000
553;6003545;840808;D;21864208
553;6003545;840808;C;21864208
553;6003545;840920;D;4500000
553;6003545;840920;D;15546489
553;6003545;840920;C;20000000
553;6003545;841006;D;20000000
553;6003545;841006;C;20000000
553;6003545;841020;D;25000000
553;6003545;841020;C;25000000
553;6003545;850301;D;8000000
553;6003545;850301;C;8000000
553;6003545;850501;D;1000000
553;6003545;850501;C;1000000
553;6003545;850501;D;10000000
553;6003545;850501;C;10000000
559;6003639;850331;D;1247157
559;6003639;850331;C;1247157
576;6008851;850325;C;1000000
580;6003879;840730;D;18196452
580;6003879;840730;C;18196452
584;6370772;850302;C;3000000
584;6370772;850302;C;7000000
584;6370772;850309;D;937500
584;6370772;850324;D;3600000
584;6370772;850324;C;3600000
584;6370772;850502;D;20000
602;6004104;840504;D;1833
602;6004104;840504;C;1833
624;6004378;850524;D;422296
624;6004378;850524;C;407040
627;6229269;840413;C;77400
627;6229269;850428;C;116100
634;6301111;840913;C;1499093
634;6301111;841130;D;1400000
647;6004838;840413;C;242158050
647;6004838;840420;D;50000000
647;6004838;840420;D;192100000
647;6004838;840420;D;30000
647;6004838;850428;C;358955650
647;6004838;850504;C;2000
647;6004838;850504;D;358983905
648;6004871;840613;D;0
648;6004871;840613;D;5040412
649;6004903;840413;C;242158050
649;6004903;840826;C;806704812
649;6004903;841006;D;1070000000
649;6004903;850325;C;2000000
649;6004903;850428;C;141013540
650;6004936;840413;C;940790250
650;6004936;840414;D;900000000
650;6004936;840414;D;40000000
650;6004936;850428;C;867868790
650;6004936;850431;D;865000000
650;6004936;850512;D;3500000
651;6004969;840413;C;3631950
651;6004969;840427;D;12945000
651;6004969;840427;C;12945000
651;6004969;840910;C;12098678
651;6004969;850428;C;2114960
652;6005002;840413;C;6053850
652;6005002;840910;C;20166796
652;6005002;850325;C;500000
652;6005002;850428;C;3525280
653;6005034;840413;C;26637300
653;6005034;840702;C;70400000
653;6005034;840726;D;95000000
653;6005034;840902;C;88737299
653;6005034;840915;D;10000000
653;6005034;841214;D;80000000
653;6005034;850325;C;1000000
653;6005034;850428;C;15511440
653;6005034;850518;D;17000000
654;6005067;840413;C;4842900
654;6005067;840910;C;16133237
654;6005067;850122;D;21000000
654;6005067;850428;C;2820120
655;6005102;840413;C;6053850
655;6005102;840420;D;6940000
655;6005102;850428;C;8973610
655;6005102;850429;D;9000000
656;6005135;840413;C;48431250
656;6005135;840416;D;48350000
656;6005135;850115;D;530000
656;6005135;850115;C;530000
656;6005135;850428;C;71790490
656;6005135;850501;D;71800000
657;6005168;840413;C;4842900
657;6005168;840501;D;4850000
657;6005168;850428;C;7178730
657;6005168;850431;D;7130000
658;6005200;840413;C;12107700
658;6005200;840423;D;13880000
658;6005200;840426;C;7000000
658;6005200;840910;C;40334591
658;6005200;850428;C;7050560
659;6005233;840413;C;6053850
659;6005233;840530;D;6900000
659;6005233;850428;C;8973610
660;6005266;840413;C;5085000
660;6005266;840627;D;5000000
660;6005266;850428;C;7537600
660;6005266;850519;D;7800000
661;6005299;840413;C;9686250
661;6005299;840429;D;9500000
661;6005299;840609;C;515000
661;6005299;850428;C;14525390
661;6005299;850510;D;15000000
662;6005332;840307;D;160000
662;6005332;840413;C;1210500
662;6005332;850428;C;1794350
663;6005365;840413;C;4842900
663;6005365;840425;D;4500000
663;6005365;840517;D;390000
663;6005365;850428;C;7178730
663;6005365;850501;D;7000000
664;6005398;840413;C;4500000
664;6005398;840418;D;4500000
664;6005398;850428;C;9109380
664;6005398;850525;D;9010000
666;6005463;840413;C;12107700
666;6005463;840527;C;400000
666;6005463;840527;D;108452
666;6005463;840527;C;108452
666;6005463;840527;D;12100000
666;6005463;850428;C;17947490
666;6005463;850507;D;18000000
666;6005463;850507;C;50000
667;6005497;840413;C;4842900
667;6005497;840511;D;4800000
667;6005497;850428;C;7178730
667;6005497;850501;D;7400000
667;6408580;850501;C;10000000
667;6408580;850504;C;10000000
667;6408580;850526;C;10000000
667;6408580;850604;C;10000000
668;6005530;840413;C;4842900
668;6005530;840426;D;5500000
668;6005530;850428;C;7178730
668;6005530;850511;D;7171585
669;6005564;840413;C;4842900
669;6005564;840706;D;5200000
669;6005564;840910;C;8937591
669;6005564;850428;C;4764120
670;6005597;840224;D;936969
670;6005597;840413;C;6053850
670;6005597;840705;D;5179000
670;6005597;840816;D;1800000
670;6005597;840816;C;1036969
670;6005597;850428;C;8973610
671;6005630;840413;C;4842900
671;6005630;840512;D;5000000
671;6005630;840527;D;500000
671;6005630;850428;C;7178730
671;6005630;850510;D;7000000
672;6005662;840413;C;15215400
672;6005662;840416;C;500000
672;6005662;840416;D;10000000
672;6005662;840416;D;5260000
672;6005662;840613;C;30000000
672;6005662;840614;C;5000000
672;6005662;840616;D;50718000
672;6005662;840616;C;15710000
672;6005662;850428;C;18471880
672;6005662;850518;D;18200000
673;6005695;840413;C;4842900
673;6005695;840609;D;5000000
673;6005695;840609;D;16143000
673;6005695;840609;C;16143000
673;6005695;840730;C;137222
673;6005695;840830;C;79166
673;6005695;840930;C;79166
673;6005695;841030;C;79166
673;6005695;841130;C;79166
673;6005695;841229;C;79166
673;6005695;850131;C;79166
673;6005695;850231;C;79166
673;6005695;850331;C;79166
673;6005695;850425;D;1300000
673;6005695;850428;C;7178730
673;6005695;850431;C;79166
673;6005695;850531;C;79166
674;6005728;840413;C;4842900
674;6005728;840503;D;4800000
674;6005728;840910;C;16133237
674;6005728;850325;C;1000000
674;6005728;850421;D;17000000
674;6005728;850428;C;2820120
675;6005761;840413;C;24215400
675;6005761;840709;D;24200000
675;6005761;850428;C;15781060
676;6005794;840413;C;4842900
676;6005794;840415;D;4800000
676;6005794;840601;C;17000000
676;6005794;840711;D;12100000
676;6005794;840910;C;16133237
676;6005794;841130;C;5500000
676;6005794;841211;D;14000000
676;6005794;841211;D;20000
676;6005794;841215;D;10000000
676;6005794;841215;C;12616092
676;6005794;841215;D;12616092
676;6005794;850301;D;2100000
676;6005794;850325;C;5000000
676;6005794;850428;C;2820120
676;6005794;850530;D;8000000
677;6005828;840429;C;1112500
677;6005828;840515;D;1500000
677;6005828;850507;C;1781250
677;6005828;850526;D;2000000
679;6005894;840413;C;38745000
679;6005894;840418;D;38000000
679;6005894;840624;D;1000000
679;6005894;850428;C;57432500
679;6005894;850504;D;57000000
680;6005925;840413;C;5448150
680;6005925;840418;D;3000000
680;6005925;840425;D;2400000
680;6005925;840720;D;100000
681;6005958;840413;C;9686250
681;6005958;840418;D;10000000
681;6005958;841007;D;1000000
681;6005958;850428;C;14357990
681;6005958;850431;D;14000000
682;6005992;840123;C;2000000
682;6005992;840129;D;2000000
682;6005992;840413;C;4842900
682;6005992;840531;D;4300000
682;6005992;840531;D;43000000
682;6005992;840531;C;43000000
682;6005992;840531;D;489335
683;6006025;840413;C;4842900
683;6006025;840608;D;4000000
683;6006025;840709;D;390000
683;6006025;850428;C;7178730
683;6006025;850503;D;7300000
684;6006058;840413;C;4842900
684;6006058;840425;D;4800000
684;6006058;840908;D;90000
684;6006058;850428;C;7178730
684;6006058;850502;D;7170000
685;6006091;840413;C;4500000
685;6006091;840426;D;4500000
685;6006091;840910;C;14990928
685;6006091;841124;D;14000000
685;6006091;850428;C;2271880
685;6006091;850507;D;3000000
686;6006125;840413;C;15023700
686;6006125;840520;D;15500000
686;6006125;850428;C;22321490
686;6006125;850518;D;22000000
687;6006158;840413;C;4842900
687;6006158;840421;D;1000000
687;6006158;840421;D;4000000
687;6006158;850428;C;7178730
687;6006158;850605;D;7500000
688;6006190;840413;C;4842900
688;6006190;840512;D;4000000
688;6006190;840709;D;1000000
688;6006190;850431;D;0
688;6006190;850431;D;81581
689;6006222;840413;C;4842900
689;6006222;840910;C;16133237
689;6006222;840912;D;21000000
690;6006255;840316;D;1700000
690;6006255;840413;C;12107700
690;6006255;850428;C;13285940
690;6006255;850502;D;25000000
691;6006289;840413;C;4842900
691;6006289;850428;C;7178730
692;6006322;840328;D;200000
692;6006322;840413;C;4842900
692;6006322;840623;D;500000
692;6006322;840709;D;4143000
692;6006322;850428;C;7178730
693;6006356;840413;C;4842900
693;6006356;840423;D;4000000
693;6006356;840709;D;850000
693;6006356;850428;C;7178730
693;6006356;850431;D;7000000
694;6006388;840117;D;1100000
694;6006388;840124;C;1000000
694;6006388;840131;C;1874791
694;6006388;840131;D;700000
694;6006388;840201;D;750000
694;6006388;840211;D;400000
694;6006388;840213;D;300000
694;6006388;840214;C;49000000
694;6006388;840217;D;300000
694;6006388;840301;C;2174791
694;6006388;840301;D;200000
694;6006388;840303;D;700000
694;6006388;840304;D;280000
694;6006388;840308;D;300000
694;6006388;840309;C;1000000
694;6006388;840311;C;832150
694;6006388;840311;D;100000
694;6006388;840317;D;100000
694;6006388;840326;D;100000
694;6006388;840328;D;500000
694;6006388;840329;C;2174791
694;6006388;840404;D;1000000
694;6006388;840407;C;3000000
694;6006388;840407;D;55000000
694;6006388;840413;C;792900
694;6006388;840416;C;1350000
694;6006388;840420;D;1500000
694;6006388;840421;D;300000
694;6006388;840428;C;2174791
694;6006388;840428;D;200000
694;6006388;840501;D;1000000
694;6006388;840502;D;230000
694;6006388;840503;D;700000
694;6006388;840504;C;500000
694;6006388;840505;D;279000
694;6006388;840508;D;200000
694;6006388;840518;D;200000
694;6006388;840520;D;100000
694;6006388;840526;D;200000
694;6006388;840527;D;200000
694;6006388;840530;C;2191354
694;6006388;840531;D;1000000
694;6006388;840602;D;500000
694;6006388;840606;D;100000
694;6006388;840607;D;200000
694;6006388;840609;C;1584000
694;6006388;840609;D;285000
694;6006388;840610;D;300000
694;6006388;840610;D;500000
694;6006388;840614;C;202000
694;6006388;840617;D;1000000
694;6006388;840623;D;100000
694;6006388;840627;D;100000
694;6006388;840628;C;2191354
694;6006388;840705;D;100000
694;6006388;840706;D;1000000
694;6006388;840707;D;100000
694;6006388;840709;D;200000
694;6006388;840710;D;200000
694;6006388;840711;D;100000
694;6006388;840717;D;100000
694;6006388;840717;D;200000
694;6006388;840723;D;100000
694;6006388;840726;C;149800
694;6006388;840726;C;421150
694;6006388;840728;D;200000
694;6006388;840801;D;2500000
694;6006388;840801;C;2195589
694;6006388;840805;D;100000
694;6006388;840829;D;50000
694;6006388;840901;D;2500000
694;6006388;840901;C;2486292
694;6006388;840921;C;25000000
694;6006388;840922;D;25000000
694;6006388;840928;C;2486292
694;6006388;840929;D;2480000
694;6006388;841027;C;580900
694;6006388;841028;C;2486292
694;6006388;841102;D;3080000
694;6006388;841129;C;6542128
694;6006388;841129;D;6542128
694;6006388;841129;C;6542128
694;6006388;841130;D;6500000
694;6006388;841214;C;5924496
694;6006388;841215;D;5900000
694;6006388;841218;D;50000
694;6006388;850122;C;1000000
694;6006388;850123;D;1000000
694;6006388;850130;C;2573907
694;6006388;850131;D;2570000
694;6006388;850301;C;2963185
694;6006388;850313;D;2900000
694;6006388;850428;C;1103730
694;6006388;850505;D;1100000
695;6006421;840413;C;4842900
695;6006421;840421;D;5000000
695;6006421;850428;C;7178730
696;6006454;840413;C;9686250
696;6006454;840418;D;3000000
696;6006454;840421;D;5000000
696;6006454;840709;D;3000000
696;6006454;850325;C;1000000
696;6006454;850428;C;14357990
696;6006454;850501;D;14000000
697;6006487;840413;C;12107700
697;6006487;840624;D;12160000
697;6006487;850428;C;17947490
698;6006520;840413;C;242158050
698;6006520;840502;D;12000000
698;6006520;840525;D;8000000
698;6006520;840530;D;10000000
698;6006520;840621;C;12000000
698;6006520;840621;D;12000000
698;6006520;840621;D;12000000
698;6006520;840627;D;10000000
698;6006520;840631;D;12000000
698;6006520;840711;D;20000000
698;6006520;840824;D;16000000
698;6006520;840921;D;20000000
698;6006520;841012;D;20000000
698;6006520;841113;D;15000000
698;6006520;841116;D;10000000
698;6006520;841204;D;30000000
698;6006520;841221;D;15000000
698;6006520;850307;D;20000000
698;6006520;850325;C;1000000
698;6006520;850327;D;33000000
698;6006520;850428;C;358955650
698;6006520;850523;D;333000000
698;6006520;850523;D;33000000
699;6006553;840413;C;12107700
699;6006553;840602;D;13500000
699;6006553;850428;C;17947490
699;6006553;850509;D;18400000
700;6006586;840413;C;9686250
700;6006586;840425;D;1100000
700;6006586;840505;C;500000
700;6006586;840505;D;500000
700;6006586;840631;D;10000000
700;6006586;850428;C;14357990
700;6006586;850529;D;10000000
701;6006619;840413;C;2903850
701;6006619;840607;D;3500000
701;6006619;850428;C;4248610
702;6006651;840413;C;14529150
702;6006651;840426;D;14920000
702;6006651;850428;C;13328750
703;6006684;840413;C;4842900
703;6006684;841210;D;5000000
703;6006684;850325;C;1000000
704;6006718;840221;D;1000000
704;6006718;840413;C;4842900
704;6006718;840704;D;5090000
704;6006718;850322;D;500000
704;6006718;850428;C;7178730
704;6006718;850504;D;7000000
704;6006718;850530;D;160000
705;6006752;840413;C;40463550
705;6006752;840415;D;40000000
705;6006752;840504;D;500000
705;6006752;840910;C;73833319
705;6006752;850428;C;47125940
705;6006752;850503;D;120500000
706;6006785;840413;C;7264350
706;6006785;840414;D;7250000
706;6006785;850428;C;10767960
706;6006785;850504;D;10800000
707;6006816;840413;C;72647100
707;6006816;840702;D;80000000
707;6006816;850325;C;500000
707;6006816;850428;C;107686270
707;6006816;850503;D;108000000
708;6006849;840413;C;4842900
708;6006849;840707;D;5090000
708;6006849;850428;C;7178730
709;6006882;840413;C;12107700
709;6006882;840425;D;1500000
709;6006882;840425;D;12000000
709;6006882;840910;C;40334591
709;6006882;850428;C;7050560
710;6006916;840413;C;4842900
710;6006916;840910;C;16133237
710;6006916;850428;C;2820120
711;6006949;840413;C;24215400
711;6006949;840505;D;26000000
711;6006949;850325;C;2000000
711;6006949;850428;C;35894980
711;6006949;850501;D;38000000
712;6006982;840413;C;7264350
712;6006982;840714;D;5000000
712;6006982;840721;D;3000000
712;6006982;840910;C;24199355
712;6006982;850117;D;24500000
712;6006982;850325;C;1000000
712;6006982;850428;C;4230180
713;6007016;840413;C;7264350
713;6007016;840512;D;7000000
713;6007016;850428;C;10767960
713;6007016;850512;D;11100000
714;6007049;840413;C;4842900
714;6007049;840504;D;4800000
714;6007049;850428;C;7178730
714;6007049;850431;D;7000000
715;6007083;840413;C;7264350
715;6007083;840425;D;7264350
715;6007083;850428;C;10767960
715;6007083;850501;D;10767960
716;6007114;840413;C;12107700
716;6007114;840413;C;100000
716;6007114;840414;C;40000000
716;6007114;840422;D;52113452
716;6007114;850428;C;12547490
716;6007114;850429;D;12547490
717;6007147;840413;C;6053850
717;6007147;840525;D;6000000
717;6007147;840910;C;20166796
717;6007147;841013;D;20170000
717;6007147;850428;C;3525280
717;6007147;850512;D;3520000
718;6007180;840201;D;200000000
718;6007180;840201;D;140000000
718;6007180;840201;D;60000000
718;6007180;840201;C;400000000
718;6007180;840413;C;9686250
718;6007180;840501;D;9600000
718;6007180;840510;C;3000000
718;6007180;840511;D;3000000
718;6007180;850428;C;14357990
718;6007180;850507;D;14400000
719;6007213;840413;C;12107700
719;6007213;840414;D;12000000
719;6007213;850428;C;17947490
719;6007213;850431;D;18000000
720;6007247;840413;C;6538050
720;6007247;840525;D;6000000
720;6007247;840910;C;21779820
720;6007247;850421;D;500000
720;6007247;850428;C;3807240
720;6007247;850509;D;4500000
721;6007280;840413;C;11623050
721;6007280;840421;D;11620000
721;6007280;850428;C;17348820
721;6007280;850505;D;17400000
722;6007314;840413;C;4842900
722;6007314;840504;D;5000000
722;6007314;840727;D;500000
722;6007314;841221;C;1000000
722;6007314;850106;C;500000
722;6007314;850404;D;290000
722;6007314;850428;C;7178730
722;6007314;850514;D;300000
722;6007314;850601;D;3000000
723;6007347;840413;C;4842900
723;6007347;840429;D;4600000
723;6007347;850428;C;3547230
723;6007347;850515;D;3000000
724;6007379;841204;C;95000000
724;6007379;841224;C;5000000
724;6007379;841224;C;5000000
724;6007379;841228;D;105000000
725;6007411;840413;C;6538050
725;6007411;840601;D;6030000
725;6007411;840710;D;21793000
725;6007411;840710;C;3500000
725;6007411;840710;C;17800000
725;6007411;850428;C;9691350
725;6007411;850502;D;9700000
726;6007444;840413;C;6053850
726;6007444;840510;D;6900000
726;6007444;850428;C;8973610
726;6007444;850429;D;9000000
727;6007478;840413;C;4842900
727;6007478;850123;D;5000000
727;6007478;850428;C;7178730
729;6007544;840413;C;7264350
729;6007544;840422;D;7200000
729;6007544;840910;C;24199355
729;6007544;841017;D;24320000
729;6007544;850428;C;4230180
729;6007544;850516;D;4230000
730;6007576;840413;C;4842900
730;6007576;840429;D;4892855
730;6007576;850428;C;7178730
730;6007576;850501;D;7128730
731;6007610;840413;C;30511350
731;6007610;840416;D;30610000
731;6007610;850428;C;50546290
731;6007610;850504;D;50650000
732;6007643;840413;C;7264350
732;6007643;840416;D;7300000
732;6007643;850428;C;10767960
732;6007643;850429;D;10840000
733;6007676;840413;C;4842900
733;6007676;840512;D;5592000
733;6007676;840518;C;6000000
733;6007676;840616;D;2500000
733;6007676;840710;D;3500000
733;6007676;840910;C;10136866
733;6007676;850428;C;4440120
734;6007708;840413;C;5742900
734;6007708;840418;D;5800000
734;6007708;850428;C;8528730
734;6007708;850503;D;8500000
735;6007742;840413;C;12107700
735;6007742;840519;D;7000
735;6007742;840519;D;12100000
735;6007742;840910;C;40334591
735;6007742;850428;C;7050560
736;6007775;840107;C;19000000
736;6007775;840227;D;15000000
736;6007775;840308;D;4000000
736;6007775;840413;C;14529150
736;6007775;840516;D;14480000
736;6007775;850428;C;21536720
736;6007775;850431;D;21000000
736;6007775;850503;D;600000
737;6007808;840413;C;4842900
737;6007808;840509;D;4812855
737;6007808;850428;C;7178730
737;6007808;850501;D;7200000
738;6007840;840413;C;159824250
738;6007840;840415;D;159700000
738;6007840;850428;C;236910590
738;6007840;850501;D;237100000
739;6007873;841011;D;900000
740;6007907;840413;C;6053850
740;6007907;840622;D;3000000
740;6007907;840910;C;20166796
740;6007907;850428;C;3525280
741;6007941;840413;C;4842900
741;6007941;840619;D;16143000
741;6007941;840619;C;12000000
741;6007941;850428;C;7178730
741;6007941;850504;D;8500000
742;6007974;840413;C;4842900
742;6007974;840418;D;4800000
742;6007974;850428;C;7178730
742;6007974;850431;D;7250000
743;6008005;840413;C;4842900
743;6008005;840910;C;16133237
743;6008005;841215;D;14484062
743;6008005;841217;D;7200000
744;6008039;840413;C;14529150
744;6008039;840621;D;16000000
744;6008039;840910;C;429740
744;6008039;850428;C;16830620
745;6008072;840413;C;4842900
745;6008072;840910;C;16133237
745;6008072;840922;D;20000000
745;6008072;850428;C;2820120
746;6008104;840413;C;4050
746;6008104;840910;C;12992
747;6008136;840121;D;300000
747;6008136;840413;C;6053850
747;6008136;840415;D;5700000
747;6008136;840415;C;50000
747;6008136;840415;D;370000
747;6008136;840910;C;2274623
747;6008136;840914;D;2300000
747;6008136;850428;C;8359090
747;6008136;850516;D;8300000
748;6008170;840413;C;24215400
748;6008170;840910;C;80669182
748;6008170;850325;C;500000
748;6008170;850428;C;14101120
750;6008237;840217;D;200000000
750;6008237;840217;C;200000000
750;6008237;840222;D;84838889
750;6008237;840222;C;84838889
750;6008237;840422;D;23786900
750;6008237;840422;C;23786900
750;6008237;840522;D;23786900
750;6008237;840522;C;23786900
750;6008237;840522;D;23786900
750;6008237;840522;C;23789600
750;6008237;840523;D;2700
750;6008237;840622;D;1556400
750;6008237;840622;C;1556400
750;6008237;840622;D;23786900
750;6008237;840622;C;23786900
750;6008237;841104;D;23786900
750;6008237;841104;C;23786900
750;6008237;841105;C;388000
750;6008237;841118;D;23786900
750;6008237;841118;C;23500000
750;6008237;841228;D;23920000
750;6008237;841228;C;23900000
750;6008237;850122;D;23785134
750;6008237;850122;C;23705800
750;6008237;850322;D;23786900
750;6008237;850322;C;23800000
750;6008237;850425;D;22279340
750;6008237;850425;D;1557349
750;6008237;850425;C;24000000
751;6008270;840413;C;7264350
751;6008270;840416;D;7200000
751;6008270;850428;C;10767960
751;6008270;850502;D;10830000
752;6008302;840210;D;500000
752;6008302;840212;D;300000
752;6008302;840620;D;200000
754;6008368;840413;C;171450
754;6008368;850428;C;214230
755;6008401;840522;D;100000
756;6008434;841019;D;250000
756;6008434;841108;D;550000
756;6008434;850302;D;0
756;6008434;850302;D;69340
757;6008467;840413;C;11316150
757;6008467;840702;D;11316150
757;6008467;850428;C;18189580
757;6008467;850508;D;18190193
758;6008501;840130;C;50000
759;6008520;840428;D;2192
759;6008520;840428;D;503808
759;6008520;840428;C;450000
762;6008546;850414;D;1810750
762;6008546;850414;C;1810750
781;6008717;840504;D;2225
781;6008717;840504;C;2225
785;6064833;840413;C;900000
785;6064833;840910;C;2998186
785;6064833;850428;C;27000
790;6008823;840128;D;6000
790;6008823;840709;D;621300
790;6008823;840709;C;609300
790;6008823;840709;C;609300
790;6008823;840709;D;609300
794;6008881;850417;D;50000
794;6008881;850525;D;3589
794;6008881;850525;C;3589
796;6008907;850405;D;2472034
796;6008907;850405;C;2472034
800;6008963;840128;C;1753000
